BillNumber,BillDate,DueDate,VendorID,VendorName,Source,PaymentTerms,CurrencySymbol,SubTotal,Total,Balance,CreatedTime,LineItemID,ItemID,SKU,ItemName,Description,Quantity,Unit,Rate,ItemTotal,CustomerID,CustomerName,,,,,,
1138,1/4/2025,1/18/2025,3.69556E+18,R & R Meats,Client,14,ZMW,4622.75,4622.75,4622.75,49:59.0,3.69556E+18,3.69556E+18,SKU738BX,Beef (Shoulder),No Description,19.6,unit,102.5,2009,3.69556E+18,Urban Masaii,,,,,,
1137,1/4/2025,1/18/2025,3.69556E+18,R & R Meats,Client,14,ZMW,892.5,892.5,892.5,12:03.0,3.69556E+18,3.69556E+18,SKU544XY,Chicken (Quarter Legs),No Description,11.9,unit,75,892.5,3.69556E+18,Quick Service Restaurants LTD,,,,,,
1136,1/4/2025,1/18/2025,3.69556E+18,R & R Meats,Client,14,ZMW,3655.41,3655.41,3655.4,16:08.0,3.69556E+18,3.69556E+18,SKU616RS,Pork (Loin Chops),No Description,6.6,unit,114.5,755.7,3.69556E+18,Copenhagen Yard Bar & Kitchen,,,,,,
1136,1/4/2025,1/18/2025,3.69556E+18,R & R Meats,Client,14,ZMW,3655.41,3655.41,3655.4,16:08.0,3.69556E+18,3.69556E+18,SKUHABYX,Sausage (Boerewors),No Description,30.3,unit,95.7,2899.71,3.69556E+18,Copenhagen Yard Bar & Kitchen,,,,,,
1135,1/4/2025,1/18/2025,3.69556E+18,R & R Meats,Client,14,ZMW,1290.6,1290.6,1290.59,19:33.0,3.69556E+18,3.69556E+18,SKU616RS,Pork (Loin Chops),No Description,10.8,unit,119.5,1290.6,3.69556E+18,Fox N Hound Restaurant,,,,,,
27127,1/4/2025,1/18/2025,3.69556E+18,Yalelo Zambia,Client,14,ZMW,3275,3275,3275,24:56.0,3.69556E+18,3.69556E+18,SKU654DE,Bream (Whole),No Description,50,unit,65.5,3275,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU06FG,Oranges,No Description,15,unit,52.08,781.2,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU146PQ,Spinach,No Description,1,unit,13.95,13.95,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,5,unit,17.67,88.35,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU197OP,Tomatoes (Cherry),No Description,1,unit,32.55,32.55,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,1,unit,27.9,27.9,3.69556E+18,Vida E Cafe Zambezi,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,20,unit,60.45,1209,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,No Description,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU125UV,Cauliflower,No Description,20,unit,60.45,1209,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU489GT,Ginger,No Description,5,unit,74.4,372,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU967KL,Eggs (Chicken),No Description,2,unit,86.49,172.98,3.69556E+18,Vida E Cafe Zambezi,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU04DE,Bananas,No Description,10,unit,16.74,167.4,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU06FG,Oranges,No Description,5,unit,52.08,260.4,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU146PQ,Spinach,No Description,2,unit,13.95,27.9,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU182ZA,Eggplant,No Description,1,unit,13.95,13.95,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,1,unit,24.18,24.18,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,10,unit,17.67,176.7,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,3,unit,27.9,83.7,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,2,unit,16.74,33.48,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),No Description,1,unit,16.74,16.74,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU300NO,Butternut Squash,No Description,2,unit,37.2,74.4,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),No Description,4,unit,13.95,55.8,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU482NO,Lemons,No Description,10,unit,55.8,558,3.69556E+18,Vida e Cafe Cosmo,,,,,,
383,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1509.39,1509.39,1509.39,39:15.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,1,unit,16.74,16.74,3.69556E+18,Vida e Cafe Cosmo,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU06FG,Oranges,No Description,2,unit,52.08,104.16,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,6,unit,14.88,89.28,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,13,unit,17.67,229.71,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,2,unit,167.4,334.8,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU482NO,Lemons,No Description,20,unit,55.8,1116,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU562BS,Garlic,No Description,2,unit,167.4,334.8,3.69556E+18,Flame,,,,,,
377,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,2631.9,2631.9,2631.9,56:22.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,7,unit,60.45,423.15,3.69556E+18,Flame,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU40NO,Avocado,No Description,30,unit,37.2,1116,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,20,kg,172.05,3441,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU850RS,Herbs (Rosemary),No Description,5,unit,16.74,83.7,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,10,unit,16.74,167.4,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
239,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,14253.74,14253.74,14253.74,50:10.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,20,unit,60.45,1209,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
382,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,325.5,325.5,325.5,53:15.0,3.69556E+18,3.69556E+18,SKU06FG,Oranges,No Description,5,unit,52.08,260.4,3.69556E+18,Cozy Zambia,,,,,,
382,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,325.5,325.5,325.5,53:15.0,3.69556E+18,3.69556E+18,SKU197OP,Tomatoes (Cherry),No Description,2,unit,32.55,65.1,3.69556E+18,Cozy Zambia,,,,,,
378,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,344.1,344.1,344.1,54:41.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,2,kg,172.05,344.1,3.69556E+18,Prime Joint Zambia,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),No Description,4,unit,16.74,66.96,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU369VH,Herbs (Rocket),No Description,1.4,unit,167.4,234.36,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU846NO,Herbs (Basil),No Description,10,unit,16.74,167.4,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU847OP,Herbs (Parsley),No Description,7,unit,16.74,117.18,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU850RS,Herbs (Rosemary),No Description,4,unit,16.74,66.96,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU856XY,Herbs (Dill),No Description,5,unit,16.74,83.7,3.69556E+18,Camren Catering,,,,,,
385,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,803.52,803.52,803.51,58:02.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,4,unit,16.74,66.96,3.69556E+18,Camren Catering,,,,,,
26844,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,2150,2150,2150,11:08.0,3.69556E+18,3.69556E+18,SKU22VW,Pineapple,No Description,50,unit,25,1250,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
26844,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,2150,2150,2150,11:08.0,3.69556E+18,3.69556E+18,SKU442ZA,Melon (Spanspek),No Description,2,unit,450,900,3.69556E+18,Controller Ciela Resort and Spa,,,,,,
26845,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,6050,6050,6050,12:43.0,3.69556E+18,3.69556E+18,SKU08HK,Strawberries,No Description,20,unit,37,740,3.69556E+18,Newrest,,,,,,
26845,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,6050,6050,6050,12:43.0,3.69556E+18,3.69556E+18,SKU22VW,Pineapple,No Description,50,unit,25,1250,3.69556E+18,Newrest,,,,,,
26845,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,6050,6050,6050,12:43.0,3.69556E+18,3.69556E+18,SKU442ZA,Melon (Spanspek),No Description,6,unit,450,2700,3.69556E+18,Newrest,,,,,,
26845,1/4/2025,1/18/2025,3.69556E+18,Foodies Enterprise Zambia Ltd,Client,14,ZMW,6050,6050,6050,12:43.0,3.69556E+18,3.69556E+18,SKU453KL,Grapes (Red),No Description,2,unit,680,1360,3.69556E+18,Newrest,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),No Description,1,unit,16.74,16.74,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),No Description,2,unit,13.95,27.9,3.69556E+18,Vida E Cafe Zambezi,,,,,,
384,1/4/2025,1/18/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,1550.31,1550.31,1550.3,33:53.0,3.69556E+18,3.69556E+18,SKU369EF,Onions (Spring),No Description,1,unit,16.74,16.74,3.69556E+18,Vida E Cafe Zambezi,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU267GH,Onions (White),No Description,1,unit,167.4,167.4,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU299MN,Mint (Fresh),No Description,8,unit,16.74,133.92,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU314BC,Lettuce (Iceberg),No Description,60,unit,13.95,837,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU369EF,Onions (Spring),No Description,2,unit,16.74,33.48,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU369VH,Herbs (Rocket),No Description,8,unit,16.74,133.92,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU40NO,Avocado,No Description,8,unit,37.2,297.6,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU482NO,Lemons,No Description,10,unit,23.25,232.5,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,1,kg,172.05,172.05,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU562BS,Garlic,No Description,4,unit,167.4,669.6,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU846NE,Radish,No Description,3,unit,23.25,69.75,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU855WX,Herbs (Chives),No Description,1,unit,16.74,16.74,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU867IJ,Spices (Coriander),No Description,7,unit,16.74,117.18,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU96RS,Bell Peppers (Green),No Description,5,unit,16.74,83.7,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU98TU,Bell Peppers (Red),No Description,4,unit,60.45,241.8,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,Unknown,N/A,Unnamed Item,Leek,1,unit,16.74,16.74,3.69556E+18,Cozy Zambia,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,4,unit,14.88,59.52,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,27,unit,17.67,477.09,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU22VW,Pineapple,No Description,6,unit,27.9,167.4,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU231WX,Carrots,No Description,5,unit,27.9,139.5,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU247MN,Mushrooms (Oyster),No Description,4,unit,83.7,334.8,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU300NO,Butternut Squash,No Description,5,unit,37.2,186,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU317EF,Broccoli,No Description,20,unit,55.8,1116,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU453KL,Grapes (Red),No Description,2,unit,139.5,279,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,10,kg,172.05,1720.5,3.69556E+18,Flame,,,,,,
234,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,4814.61,4814.61,4814.6,25:29.0,3.69556E+18,3.69556E+18,SKU562BS,Garlic,No Description,2,unit,167.4,334.8,3.69556E+18,Flame,,,,,,
238,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,837,837,837,28:21.0,3.69556E+18,3.69556E+18,SKU247MN,Mushrooms (Oyster),No Description,10,unit,83.7,837,3.69556E+18,Millas Foods Zambia Limited,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU102XY,Bell Peppers (Yellow),No Description,5,unit,60.45,302.25,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU121QR,Parsley,No Description,30,unit,16.74,502.2,3.69556E+18,Cozy Zambia,,,,,,
381/379,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,5208.93,5208.93,5208.93,59:04.0,3.69556E+18,3.69556E+18,SKU141KA,Cabbage (White),No Description,10,unit,18.6,186,3.69556E+18,Cozy Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU138HI,Cabbage (Red),No Description,4,unit,46.5,186,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU141KA,Cabbage (White),No Description,4,unit,18.6,74.4,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU187EF,Cucumbers,No Description,40,unit,14.88,595.2,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU191IJ,Tomatoes,No Description,40,unit,17.67,706.8,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU202TU,Beans (Green),No Description,6,unit,23.25,139.5,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU369VH,Herbs (Rocket),No Description,3,unit,16.74,50.22,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU489GT,Ginger,No Description,1,unit,74.4,74.4,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU53AB,Potatoes,No Description,3,kg,172.05,516.15,3.69556E+18,Prime Joint Zambia,,,,,,
233,1/3/2025,1/17/2025,3.69556E+18,Farmers Den Pack House Ltd,Client,14,ZMW,3239.19,3239.19,3239.19,23:25.0,3.69556E+18,3.69556E+18,SKU846NO,Herbs (Basil),No Description,3,unit,16.74,50.22,3.69556E+18,Prime Joint Zambia,,,,,,
